height,sex,weight,age,experience,exercise frequency per week,reps,bench,curl,squat,pulldown,row,pushdown,toe,shoulder,rdl
55,False,97.33357041251779,18,1.5,7,15,60,20,85,40,60,20,80,20,35
55,True,128.6593172119488,51,1,7,15,60,20,85,35,60,20,75,20,35
74,False,234.9305263157895,81,1.5,8,15,120,40,165,80,120,40,165,40,85
52,False,113.00642958748222,24,0.5,2,15,15,5,20,5,15,5,25,5,5
60,True,125.15504978662871,54,1.5,5,10,70,25,100,50,80,25,100,25,50
64,True,148.45815078236132,44,1,8,5,65,20,80,45,60,20,85,20,35
63,False,126.2401706970128,68,1.5,8,5,70,25,95,55,70,25,95,25,55
64,False,145.42839260312945,29,1.5,4,10,75,25,105,50,80,25,100,25,55
50,True,82.29018492176387,65,1.5,5,15,55,20,75,45,55,20,80,20,45
78,False,245.2639544807966,48,1,1,5,80,25,100,50,70,25,95,25,45
54,False,94.9048079658606,39,1.5,8,5,65,20,85,40,60,20,85,20,40
55,False,126.4217638691323,31,1.5,4,5,85,30,125,65,90,30,115,30,65
65,False,185.948079658606,72,1,8,5,70,25,100,55,75,25,95,25,50
80,False,236.69985775248932,44,1.5,5,10,100,35,140,65,110,35,145,35,70
65,False,182.82290184921766,30,0.5,5,5,25,10,35,15,30,10,40,10,20
78,True,186.76062588904696,57,1.5,6,5,85,30,120,60,90,30,125,30,60
71,True,193.89564722617354,77,1.5,5,10,110,35,135,70,110,35,140,35,65
72,True,218.56864864864863,55,1.5,2,15,110,35,145,75,105,35,140,35,75
77,False,223.66583214793744,36,0.5,4,15,30,10,45,20,25,10,35,10,25
59,False,108.14372688477951,66,1.5,5,15,55,20,80,45,65,20,80,20,40
59,True,127.455106685633,34,0.5,4,15,20,5,15,10,20,5,20,5,10
61,False,151.38065433854908,59,1,2,15,60,20,80,45,60,20,75,20,40
56,False,138.01968705547654,42,1.5,4,15,85,30,125,55,90,30,125,30,60
59,True,146.76648648648649,80,1,5,15,65,20,75,35,65,20,85,20,35
84,False,242.6942816500711,25,1.5,5,15,100,35,135,70,100,35,145,35,70
62,False,152.11960170697014,43,1.5,8,10,90,30,115,65,85,30,125,30,65
83,True,298.09869132290186,53,1.5,6,10,135,45,185,85,135,45,180,45,90
79,False,267.7504409672831,19,1.5,5,5,125,40,165,85,125,40,155,40,80
82,False,268.5774110953058,59,1.5,7,5,120,40,160,85,125,40,155,40,85
64,True,124.2200853485064,58,1.5,4,10,80,25,100,55,75,25,105,25,55
83,False,206.37601706970128,28,0.5,8,5,35,10,35,25,25,10,35,10,20
75,True,228.8406827880512,36,0.5,6,5,30,10,40,20,30,10,40,10,25
84,True,297.4962162162162,77,1,6,10,90,30,125,60,85,30,125,30,65
73,True,193.14782361308676,72,0.5,4,5,35,10,40,15,25,10,35,10,15
65,True,181.2603129445235,43,1,7,15,55,20,75,35,60,20,80,20,35
74,True,194.42526315789473,64,0.5,1,10,25,10,45,20,25,10,40,10,25
56,True,96.26583214793742,50,1,6,10,30,10,45,20,25,10,40,10,20
76,False,247.8010810810811,45,1.5,7,5,115,40,155,85,120,40,160,40,85
75,True,247.56401137980086,59,1,4,15,75,25,100,50,70,25,100,25,50
48,True,97.14162162162161,72,1.5,2,15,75,25,100,55,80,25,105,25,45
63,False,130.64389758179232,62,0.5,5,10,20,5,25,15,15,5,25,5,15
57,True,132.1783783783784,41,0.5,1,10,25,10,40,20,35,10,40,10,20
71,False,199.4887908961593,53,1.5,6,10,100,35,145,70,105,35,145,35,65
76,True,256.34594594594597,28,1.5,2,15,115,40,160,85,125,40,165,40,80
73,True,181.3224466571835,27,0.5,1,5,25,10,40,20,25,10,45,10,25
82,False,201.43305832147936,31,1.5,5,15,90,30,120,55,90,30,120,30,65
65,True,156.2588904694168,25,1.5,4,5,95,30,120,55,95,30,120,30,60
76,False,202.94054054054058,23,0.5,6,10,35,10,40,15,30,10,45,10,25
49,False,87.91143669985775,74,1.5,8,5,60,20,85,35,65,20,80,20,35
81,False,245.08088193456612,28,0.5,5,5,35,10,35,15,35,10,35,10,25
77,True,247.7866571834993,53,0.5,7,15,25,10,35,20,30,10,40,10,15
70,False,208.40682788051205,33,0.5,7,10,25,10,40,25,25,10,40,10,20
79,False,240.05211948790895,25,1.5,1,5,100,35,140,65,100,35,135,35,65
74,True,228.85473684210527,37,1.5,6,5,115,40,165,80,125,40,160,40,80
73,False,228.6239544807966,78,1,4,5,70,25,105,50,75,25,95,25,45
50,False,85.06401137980085,33,1.5,6,5,55,20,75,45,65,20,75,20,35
74,False,192.4,56,1.5,5,10,85,30,125,65,85,30,120,30,65
81,True,203.82964438122335,49,0.5,1,5,30,10,40,15,30,10,40,10,25
67,True,182.62503556187767,42,1.5,4,5,100,35,140,70,100,35,140,35,70
80,True,196.46088193456615,31,1.5,1,15,95,30,115,60,95,30,115,30,60
73,False,218.76947368421054,75,0.5,8,10,25,10,45,25,30,10,40,10,20
80,True,241.4338549075391,73,1,2,10,75,25,105,50,70,25,100,25,55
79,True,237.74392603129448,81,1,8,10,75,25,105,50,70,25,100,25,55
66,False,191.7135704125178,68,1,1,15,70,25,105,45,75,25,95,25,55
66,True,180.43630156472264,20,1.5,1,15,100,35,145,65,100,35,140,35,65
63,False,130.64389758179232,61,1,1,15,40,15,65,25,40,15,55,15,25
79,True,230.81934566145094,24,0.5,6,10,35,10,40,20,25,10,45,10,20
56,True,131.06071123755336,75,1.5,6,15,85,30,115,55,95,30,125,30,55
53,False,100.77237553342816,75,0.5,6,10,15,5,15,15,15,5,25,5,15
72,False,205.1477667140825,20,0.5,1,5,25,10,35,25,25,10,40,10,25
72,False,197.47869132290182,66,1.5,4,10,100,35,145,65,110,35,135,35,65
73,False,203.00230440967283,21,0.5,5,10,25,10,40,15,30,10,40,10,15
57,True,128.57351351351355,79,1.5,6,15,70,25,100,50,70,25,105,25,45
65,True,142.19559032716927,41,0.5,3,15,10,5,25,10,15,5,20,5,10
52,False,104.00591749644381,44,0.5,8,15,20,5,15,15,15,5,20,5,10
84,True,216.59812233285916,52,0.5,4,15,25,10,35,20,30,10,45,10,25
53,False,94.53903271692747,81,1.5,5,10,60,20,80,45,65,20,75,20,45
52,True,100.00568990042674,61,1.5,7,10,70,25,95,45,80,25,100,25,45
71,False,180.8449786628734,43,0.5,3,15,30,10,40,20,35,10,35,10,20
52,False,105.00597439544808,38,1.5,2,5,80,25,100,50,75,25,100,25,55
75,False,199.71550497866286,52,1.5,3,15,85,30,115,65,90,30,120,30,55
73,True,222.71126600284498,23,0.5,7,10,25,10,35,25,25,10,45,10,15
67,True,154.40116642958748,19,1.5,8,10,95,30,125,55,95,30,115,30,65
69,True,186.64745376955906,61,0.5,6,5,30,10,40,20,30,10,45,10,15
58,False,103.26475106685633,39,1.5,8,5,55,20,85,35,60,20,75,20,40
78,True,267.76523470839265,69,0.5,6,15,30,10,40,20,25,10,45,10,20
61,True,151.38065433854908,76,1.5,6,10,90,30,115,55,95,30,125,30,65
58,True,119.43874822190614,25,1.5,7,15,70,25,105,50,70,25,105,25,55
72,False,161.05058321479373,26,1,5,10,50,15,65,25,50,15,55,15,30
62,True,145.01120910384068,55,1.5,2,5,85,30,125,60,85,30,120,30,65
66,False,180.43630156472264,50,1,5,15,65,20,85,35,60,20,80,20,40
56,True,96.26583214793742,31,0.5,1,5,10,5,20,15,10,5,20,5,5
51,True,110.62574679943101,55,1.5,3,15,80,25,95,55,75,25,95,25,50
66,True,161.10384068278807,77,1,8,5,65,20,85,45,60,20,75,20,45
76,True,179.44216216216216,50,1.5,3,5,95,30,115,60,90,30,115,30,60
74,True,182.27368421052634,48,1,2,10,65,20,80,45,60,20,75,20,35
79,False,191.58005689900426,75,1.5,4,5,85,30,125,60,90,30,115,30,60
53,False,105.9668278805121,77,1,1,5,40,15,60,25,45,15,65,15,25
61,True,147.25209103840683,43,0.5,5,5,35,10,35,25,30,10,40,10,25
84,True,247.9135135135135,75,0.5,4,15,25,10,45,15,30,10,45,10,20
66,False,185.26941678520632,39,1.5,6,10,100,35,140,70,100,35,145,35,75
67,False,149.4204836415363,39,1.5,5,10,80,25,95,45,70,25,95,25,45
54,False,112.16022759601707,55,1,2,10,50,15,65,25,50,15,55,15,35
60,True,138.46941678520625,20,0.5,8,15,20,5,25,15,20,5,20,5,10
49,True,85.24745376955903,80,1,6,5,45,15,55,25,45,15,60,15,35
54,True,115.39561877667141,35,1.5,5,10,80,25,105,55,80,25,100,25,50
48,False,86.91618776671409,24,1,1,10,50,15,60,30,40,15,60,15,25
48,False,71.57803698435278,46,0.5,3,10,15,5,25,15,20,5,25,5,15
70,False,184.84779516358464,79,0.5,5,10,35,10,40,25,30,10,45,10,15
72,False,157.21604551920342,41,1,7,10,45,15,60,25,40,15,55,15,30
60,False,150.452347083926,24,0.5,7,15,25,10,40,15,35,10,45,10,20
59,True,108.14372688477951,29,1.5,5,10,65,20,75,40,55,20,75,20,45
59,True,149.34133712660028,19,1.5,3,15,90,30,115,55,95,30,120,30,65
58,False,140.589359886202,36,0.5,5,15,35,10,40,15,30,10,40,10,25
63,True,140.91926031294454,63,1.5,6,5,80,25,105,45,75,25,100,25,45
55,False,121.9466571834993,53,1.5,1,15,70,25,100,50,80,25,105,25,55
71,True,223.725746799431,30,1.5,5,10,115,40,160,75,115,40,155,40,80
55,True,98.45234708392603,66,0.5,5,15,20,5,15,10,15,5,25,5,5
78,False,238.5135704125178,30,1.5,2,5,115,40,165,85,120,40,165,40,80
54,False,122.94486486486487,41,1.5,1,5,70,25,100,50,75,25,105,25,55
57,True,140.58972972972975,79,1,8,5,65,20,80,35,55,20,80,20,40
73,False,191.17692745376957,17,1,5,10,65,20,75,45,65,20,75,20,35
65,True,170.3221906116643,20,1.5,3,5,85,30,125,55,90,30,120,30,65
59,True,119.7305547652916,46,1,6,15,45,15,65,25,50,15,55,15,25
77,True,230.24423897581792,78,1.5,1,5,110,35,145,75,110,35,140,35,75
64,False,169.66645803698438,54,0.5,4,10,30,10,40,20,35,10,40,10,20
69,False,172.56085348506403,24,1,4,15,65,20,85,40,60,20,75,20,45
79,False,196.1964438122333,23,1.5,4,5,95,30,115,60,85,30,120,30,55
73,False,230.5948506401138,45,1.5,6,15,115,40,160,80,115,40,165,40,80
75,True,199.71550497866286,66,1.5,7,10,85,30,120,65,90,30,115,30,60
81,True,242.6543385490754,34,1,7,15,70,25,95,50,80,25,100,25,50
78,True,252.0143385490754,18,1.5,1,10,120,40,165,75,120,40,155,40,80
75,True,224.67994310099573,49,1.5,5,15,100,35,145,75,110,35,140,35,65
79,False,203.12102418207684,67,1.5,7,5,85,30,125,60,90,30,125,30,60
63,True,176.14907539118067,47,1,7,10,65,20,85,45,55,20,85,20,45
83,False,252.23735419630157,79,1,2,10,75,25,105,55,75,25,100,25,45
77,True,182.00258890469416,16,1,1,10,60,20,80,35,65,20,80,20,35
63,False,151.19462304409674,62,1.5,4,15,90,30,120,60,90,30,120,30,60
81,True,215.9623613086771,19,1.5,5,15,85,30,115,60,85,30,125,30,55
77,True,232.4370412517781,51,1.5,1,15,110,35,145,65,100,35,140,35,65
75,True,201.7958748221906,52,1.5,4,10,110,35,140,75,105,35,145,35,70
85,True,224.45803698435276,19,1.5,4,5,85,30,120,65,95,30,115,30,65
61,True,132.11402560455193,46,1,5,15,50,15,55,25,45,15,55,15,35
68,False,174.43596017069703,66,0.5,3,10,35,10,40,25,30,10,45,10,20
81,False,201.40310099573256,75,1.5,3,5,90,30,115,55,95,30,120,30,65
77,False,228.05143669985776,39,1,7,15,75,25,95,50,75,25,95,25,50
63,False,118.90062588904695,21,0.5,7,15,20,5,25,5,20,5,25,5,10
68,True,145.36330014224754,65,0.5,7,15,15,5,25,5,15,5,20,5,5
48,False,92.02890469416785,54,1,6,5,50,15,55,25,50,15,55,15,35
84,True,213.98850640113795,72,1.5,7,15,95,30,125,65,85,30,115,30,60
79,True,263.13405405405405,80,1,7,15,80,25,105,50,70,25,105,25,45
79,True,196.1964438122333,35,1.5,4,15,85,30,125,55,85,30,120,30,65
73,False,214.8276813655761,78,1.5,3,10,105,35,140,75,110,35,140,35,75
66,False,175.603186344239,54,1,1,5,65,20,80,45,55,20,75,20,40
50,False,91.53627311522048,47,0.5,8,5,20,5,25,15,20,5,15,5,10
82,True,238.73547652916074,40,0.5,6,15,25,10,35,25,30,10,35,10,20
53,True,120.5112944523471,39,1.5,8,5,80,25,95,55,75,25,105,25,45
49,False,90.57541963015649,44,1.5,7,10,65,20,80,40,65,20,85,20,35
75,False,228.8406827880512,20,1.5,3,15,115,40,165,75,120,40,165,40,80
82,True,263.6037553342817,62,1.5,5,15,120,40,160,75,115,40,160,40,75
76,True,187.98702702702704,17,1,7,5,65,20,85,40,55,20,80,20,45
66,True,165.9369559032717,71,1.5,4,5,85,30,115,60,90,30,120,30,65
55,False,104.04623044096728,79,1.5,4,15,65,20,85,35,60,20,85,20,35
55,False,111.87766714082504,48,1,8,10,45,15,55,25,45,15,60,15,30
74,False,226.82947368421054,34,1,8,5,80,25,105,55,70,25,95,25,45
66,False,186.88045519203416,37,0.5,3,10,30,10,35,20,25,10,35,10,25
70,True,213.84352773826456,39,1.5,8,15,125,40,160,75,120,40,160,40,75
64,False,142.3986344238976,48,1.5,6,10,75,25,95,50,70,25,105,25,50
79,False,212.35379800853488,74,1,1,10,60,20,85,40,65,20,75,20,40
72,True,162.9678520625889,66,1.5,3,10,70,25,95,55,70,25,105,25,45
55,False,101.80867709815078,35,1.5,3,10,65,20,75,40,60,20,85,20,45
84,False,279.22890469416785,40,1,3,10,80,25,105,50,70,25,100,25,50
69,True,200.73405405405407,48,1,1,15,75,25,95,50,75,25,100,25,50
55,False,134.25320056899005,58,1.5,4,10,85,30,120,65,95,30,125,30,60
57,False,108.14594594594595,61,0.5,7,10,10,5,20,5,10,5,25,5,15
83,False,236.95024182076813,70,1.5,4,15,100,35,135,75,105,35,145,35,65
65,True,165.6344238975818,74,1,8,15,55,20,80,40,55,20,80,20,35
83,True,231.85453769559032,52,1.5,6,10,100,35,145,75,100,35,145,35,70
50,False,96.1593172119488,62,1,3,10,40,15,55,25,45,15,65,15,35
75,True,178.9118065433855,28,0.5,5,15,30,10,45,20,35,10,40,10,15
52,True,91.00517780938833,28,1.5,2,10,60,20,85,35,55,20,85,20,35
76,True,192.25945945945946,39,1,6,5,65,20,80,45,55,20,80,20,35
79,True,260.82586059743954,37,1,1,10,80,25,95,50,70,25,95,25,50
74,False,202.5263157894737,18,1.5,2,10,100,35,140,70,105,35,140,35,65
61,True,116.97596017069702,40,1.5,6,5,80,25,100,55,75,25,105,25,50
68,False,194.95783783783787,22,1,4,10,80,25,105,45,80,25,95,25,45
63,True,121.83644381223328,39,1,5,15,40,15,60,30,40,15,65,15,35
63,True,130.64389758179232,77,1.5,6,15,70,25,95,45,75,25,95,25,45
79,False,233.12753911806544,73,1.5,5,15,110,35,135,65,105,35,145,35,75
67,False,179.30458036984353,28,1.5,5,15,100,35,135,70,105,35,145,35,75
69,True,156.71342816500714,43,1.5,2,15,75,25,105,45,70,25,100,25,50
78,True,245.2639544807966,61,1,5,10,70,25,105,50,75,25,95,25,50
80,False,208.2958748221906,29,1.5,1,15,95,30,120,60,85,30,125,30,60
71,False,219.9969843527738,44,1,1,5,70,25,105,45,70,25,95,25,55
59,True,133.8922332859175,18,1.5,2,15,70,25,100,55,80,25,105,25,55
84,False,274.0096728307255,29,1.5,6,5,115,40,155,75,125,40,155,40,80
66,True,135.327226173542,22,1.5,4,15,80,25,100,45,70,25,100,25,45
49,True,83.47146514935989,21,1,4,5,30,10,40,25,25,10,35,10,20
66,False,180.43630156472264,30,1,2,5,65,20,80,45,60,20,85,20,40
56,False,128.74105263157895,50,1.5,6,15,95,30,115,60,95,30,125,30,60
48,False,92.02890469416785,35,1,5,15,50,15,55,30,45,15,55,15,25
80,False,258.0028449502134,42,1.5,3,15,120,40,165,75,115,40,155,40,80
80,True,272.2048364153627,47,1.5,3,5,120,40,155,85,120,40,160,40,85
66,True,135.327226173542,21,0.5,5,5,10,5,25,10,15,5,25,5,10
69,False,169.03920341394027,16,1.5,2,5,85,30,115,60,90,30,120,30,65
75,False,187.23328591749643,62,1,3,10,65,20,80,35,55,20,75,20,45
57,True,112.95243243243245,20,1.5,5,5,75,25,95,55,80,25,105,25,45
51,True,90.42452347083926,74,1.5,2,5,65,20,85,45,65,20,85,20,40
85,False,259.19559032716927,50,0.5,3,5,30,10,45,25,25,10,35,10,20
75,True,235.08179231863443,26,1.5,1,10,115,40,160,80,125,40,165,40,80
59,False,135.1796586059744,54,1,3,5,55,20,85,45,55,20,80,20,45
69,False,154.95260312944527,17,1.5,4,10,75,25,105,55,70,25,100,25,55
51,True,76.9570412517781,70,1,5,15,25,10,45,20,30,10,35,10,25
51,True,89.46256045519203,37,1.5,7,10,60,20,85,40,60,20,85,20,35
73,True,204.97320056899002,16,1,5,10,65,20,85,40,55,20,80,20,45
74,True,194.42526315789473,21,1.5,3,10,90,30,115,55,95,30,115,30,55
62,True,122.26435277382647,21,1.5,6,5,70,25,105,45,80,25,95,25,55
80,False,220.13086770981508,55,0.5,6,5,25,10,45,20,35,10,40,10,25
51,False,107.73985775248933,76,1,7,10,45,15,65,30,40,15,55,15,25
71,False,195.76002844950213,46,1.5,6,5,105,35,140,75,110,35,145,35,70
77,False,228.05143669985776,29,1.5,4,10,100,35,135,70,100,35,135,35,75
53,True,114.27795163584638,37,1.5,4,5,70,25,100,50,80,25,95,25,55
83,True,298.09869132290186,39,1,6,10,95,30,120,55,85,30,125,30,60
70,False,188.47226173541964,57,0.5,5,5,35,10,45,25,25,10,35,10,20
61,True,125.23308677098152,44,1,8,15,45,15,65,35,40,15,65,15,25
72,False,203.23049786628732,70,1.5,5,15,110,35,135,70,110,35,135,35,70
58,False,145.56597439544808,61,1.5,3,10,90,30,120,65,95,30,125,30,55
69,False,169.03920341394027,74,1.5,6,15,90,30,115,55,85,30,125,30,55
61,True,155.50921763869133,56,1,4,15,60,20,75,40,55,20,80,20,35
78,False,182.26036984352774,46,1.5,6,10,85,30,115,60,95,30,125,30,65
63,True,157.0662588904694,39,1,7,10,65,20,80,40,60,20,75,20,45
83,False,208.9238691322902,30,0.5,5,10,30,10,45,20,25,10,35,10,15
85,False,237.81863442389758,67,1.5,2,15,100,35,140,65,110,35,140,35,70
48,False,80.95135135135135,38,1.5,5,10,55,20,85,40,65,20,75,20,35
83,False,234.40238975817923,70,1.5,2,10,100,35,145,75,100,35,140,35,75
77,False,228.05143669985776,68,1.5,7,10,105,35,135,65,100,35,135,35,75
75,True,187.23328591749643,26,1,2,5,55,20,75,35,65,20,85,20,35
49,False,87.91143669985775,81,1.5,7,5,65,20,80,45,65,20,75,20,45
69,False,160.23507823613087,53,1,1,15,60,20,80,45,60,20,85,20,35
84,False,221.81735419630158,76,0.5,3,10,25,10,40,20,30,10,35,10,15
80,True,210.6628733997155,26,0.5,7,10,30,10,35,25,35,10,40,10,15
64,True,127.24984352773826,25,1.5,1,15,80,25,95,50,75,25,95,25,50
73,True,230.5948506401138,46,1,4,15,70,25,100,50,75,25,95,25,55
81,False,213.53581792318633,18,1.5,6,15,85,30,120,60,85,30,125,30,65
84,False,237.47504978662874,76,1.5,3,15,100,35,140,65,105,35,145,35,75
63,False,158.53416785206258,31,1,3,5,55,20,75,45,65,20,75,20,35
77,True,241.20825035561882,65,1.5,5,15,120,40,160,85,120,40,160,40,75
81,False,269.3463157894737,35,1.5,8,15,120,40,155,85,125,40,165,40,80
70,True,177.59886201991463,27,0.5,1,15,25,10,35,15,25,10,35,10,20
50,True,104.48079658605975,73,1,1,15,40,15,65,35,50,15,65,15,35
75,True,208.03698435277383,77,1,4,15,60,20,80,45,60,20,75,20,35
60,False,137.1379800853485,44,1.5,4,10,85,30,115,55,90,30,120,30,55
50,True,95.23470839260314,69,1.5,5,5,70,25,95,50,75,25,105,25,50
48,True,78.39499288762447,68,0.5,5,15,15,5,20,10,20,5,15,5,5
70,False,206.5945945945946,35,1.5,7,5,100,35,135,70,110,35,140,35,65
50,True,78.59174964438122,23,0.5,4,5,15,5,20,10,10,5,15,5,5
51,True,98.12022759601706,27,1.5,1,10,70,25,95,55,75,25,95,25,55
68,False,157.33439544807968,38,1,5,5,60,20,75,45,65,20,80,20,40
54,False,92.74788051209106,32,0.5,1,5,20,5,20,10,20,5,25,5,15
75,True,214.27809388335703,34,1,1,15,55,20,75,35,55,20,75,20,45
84,True,292.2769843527738,70,1.5,1,15,135,45,180,90,140,45,185,45,90
63,True,158.53416785206258,28,1,7,15,55,20,80,40,55,20,75,20,45
59,False,151.91618776671407,28,1.5,3,10,85,30,115,60,95,30,120,30,65
72,True,228.15499288762447,28,0.5,6,15,30,10,40,15,30,10,40,10,20
51,True,80.804893314367,51,1,6,10,30,10,40,20,25,10,35,10,25
53,True,93.50014224751068,42,0.5,4,15,15,5,25,10,10,5,20,5,10
53,True,107.00571834992888,76,1,6,5,50,15,55,25,45,15,65,15,30
51,False,111.58770981507823,69,0.5,3,15,10,5,20,15,10,5,25,5,10
51,False,115.43556187766713,75,0.5,2,15,15,5,15,10,15,5,25,5,5
51,False,104.85396870554764,46,1,1,15,40,15,60,25,40,15,60,15,35
67,True,139.45911806543387,46,1.5,3,15,80,25,95,45,80,25,105,25,55
55,True,126.4217638691323,56,1.5,8,5,85,30,125,65,95,30,115,30,60
82,True,285.98520625889046,36,0.5,5,15,50,15,55,25,50,15,60,15,25
69,True,181.36497866287343,23,1.5,6,10,85,30,125,65,90,30,125,30,60
71,False,184.57374110953057,22,1,3,15,60,20,75,45,65,20,75,20,35
67,True,161.04207681365577,66,0.5,5,15,35,10,35,25,25,10,40,10,20
55,True,127.54054054054055,78,1.5,6,15,85,30,120,65,85,30,120,30,55
62,False,162.07135135135135,33,1.5,6,15,85,30,115,55,90,30,115,30,60
85,False,213.76955903271693,80,1,2,15,60,20,85,35,60,20,85,20,40
78,True,222.76267425320057,40,1,7,10,60,20,75,40,60,20,85,20,45
54,False,124.02332859174965,21,1,1,10,65,20,80,35,65,20,75,20,35
83,False,221.6631294452347,47,0.5,5,15,25,10,35,15,30,10,40,10,25
54,True,95.98327169274539,32,0.5,7,10,15,5,25,5,10,5,15,5,5
52,True,86.004893314367,46,1.5,4,10,60,20,75,40,65,20,75,20,45
75,False,180.99217638691323,58,1.5,7,10,90,30,120,65,90,30,120,30,60
66,True,136.93826458036986,27,1.5,4,15,80,25,100,55,70,25,100,25,50
79,False,272.3668278805121,81,0.5,4,5,40,15,60,35,45,15,65,15,35
79,True,212.35379800853488,69,1.5,3,5,110,35,135,70,110,35,135,35,65
54,False,86.27709815078236,53,0.5,6,15,20,5,20,15,15,5,25,5,15
66,False,144.99345661450926,46,0.5,2,10,10,5,15,15,15,5,20,5,5
53,True,108.04460881934567,51,1,7,5,50,15,60,35,40,15,60,15,35
52,True,102.00580369843529,16,1.5,7,5,75,25,105,55,75,25,100,25,45
62,False,154.9629587482219,53,1.5,7,15,90,30,115,65,90,30,120,30,65
53,True,98.6945945945946,41,1,4,15,50,15,60,25,40,15,55,15,35
68,False,194.95783783783787,70,1.5,8,15,105,35,135,70,110,35,145,35,65
76,True,254.20972972972976,76,1.5,6,5,120,40,155,85,115,40,155,40,85
58,False,141.8335135135135,18,1.5,6,5,95,30,120,55,85,30,125,30,60
81,True,286.332119487909,46,1.5,7,5,140,45,180,85,140,45,175,45,90
64,True,172.69621621621624,49,1.5,1,15,110,35,145,65,100,35,145,35,70
75,False,210.11735419630156,55,1,8,5,65,20,80,40,65,20,85,20,40
69,True,195.45157894736843,49,0.5,3,10,35,10,35,20,30,10,35,10,20
68,False,164.17502133712662,17,1,7,15,55,20,80,45,55,20,75,20,40
52,True,97.00551920341395,33,0.5,2,10,15,5,15,5,20,5,20,5,5
48,True,74.13439544807966,80,1.5,1,10,55,20,80,45,60,20,80,20,45
79,True,258.5176671408251,49,1,4,10,80,25,105,50,70,25,100,25,55
55,False,89.50213371266004,28,1.5,3,10,55,20,85,40,65,20,85,20,45
71,False,177.1162162162162,33,1.5,5,15,90,30,125,65,85,30,115,30,60
67,True,154.40116642958748,75,0.5,6,15,15,5,20,5,10,5,20,5,10
65,False,125.00711237553344,29,1.5,2,5,75,25,100,55,70,25,95,25,50
61,True,125.23308677098152,31,1.5,6,10,80,25,105,55,75,25,100,25,45
55,True,117.47155049786629,19,1.5,5,5,80,25,105,50,75,25,95,25,45
84,True,250.5231294452347,68,1.5,5,5,105,35,135,75,105,35,145,35,75
83,True,282.81157894736845,63,0.5,5,15,25,10,35,25,25,10,35,10,20
77,True,232.4370412517781,28,1.5,2,15,105,35,135,75,105,35,135,35,70
78,False,218.26241820768138,18,1.5,8,10,100,35,140,75,100,35,140,35,70
54,False,119.70947368421054,55,1.5,1,15,70,25,95,55,80,25,100,25,45
73,True,161.61348506401137,62,1.5,2,10,80,25,100,50,70,25,95,25,55
76,False,198.66810810810813,50,1.5,2,15,85,30,125,55,90,30,120,30,55
73,True,165.5552773826458,16,1.5,5,10,75,25,100,45,75,25,95,25,55
70,False,197.5334281650071,22,1.5,1,5,105,35,135,75,100,35,145,35,65
63,True,148.25880512091038,44,1.5,8,10,95,30,115,55,90,30,120,30,65
51,True,101.96807965860597,50,1.5,6,10,80,25,95,50,75,25,105,25,55
56,False,98.58549075391181,65,1.5,1,5,55,20,85,35,60,20,75,20,40
72,True,178.3060028449502,27,1.5,8,10,95,30,125,55,85,30,115,30,60
56,False,121.78207681365576,69,1,3,5,45,15,60,35,40,15,60,15,35
83,True,224.2109815078236,22,1.5,2,15,110,35,140,70,105,35,135,35,65
82,False,258.63009957325744,59,1,5,15,80,25,95,45,75,25,95,25,45
73,False,185.26423897581793,21,1,3,5,55,20,85,40,60,20,80,20,40
58,False,106.9972119487909,31,0.5,4,15,15,5,20,5,20,5,20,5,15
48,False,83.50770981507823,19,1,5,15,50,15,55,35,40,15,55,15,25
49,True,77.25550497866287,23,1.5,1,15,60,20,75,45,60,20,80,20,35
83,True,242.04594594594593,16,0.5,4,15,35,10,40,15,35,10,45,10,15
75,True,220.51920341394026,40,1.5,2,5,100,35,145,70,100,35,135,35,70
51,False,112.54967283072547,33,1,4,15,50,15,65,30,50,15,55,15,25
66,True,169.15903271692747,26,1,5,5,65,20,85,35,60,20,75,20,45
66,False,182.04733997155054,53,1.5,4,5,100,35,140,70,105,35,140,35,70
72,True,212.81684210526316,75,1.5,7,15,110,35,145,70,100,35,140,35,75
66,True,177.21422475106687,27,0.5,6,5,25,10,45,15,25,10,40,10,25
84,True,263.57120910384066,77,1.5,2,15,125,40,165,75,125,40,165,40,80
50,False,85.98862019914651,59,0.5,7,15,10,5,20,10,10,5,20,5,5
60,False,133.14366998577523,63,0.5,8,10,15,5,20,15,10,5,20,5,15
50,False,95.23470839260314,70,0.5,2,10,15,5,15,15,20,5,20,5,10
61,True,163.76634423897582,64,1,3,15,60,20,75,35,60,20,80,20,45
62,True,152.11960170697014,55,1,8,5,60,20,75,40,65,20,80,20,45
77,True,214.89462304409673,53,1.5,3,15,105,35,140,75,110,35,140,35,75
85,True,253.85135135135133,68,1,6,10,80,25,95,50,75,25,105,25,55
62,True,135.05945945945948,26,1.5,5,15,70,25,95,50,70,25,105,25,55
68,True,184.69689900426746,46,1,5,5,60,20,75,40,55,20,75,20,45
48,False,90.32466571834993,68,1,1,10,40,15,55,25,45,15,65,15,35
57,False,105.74270270270272,65,1.5,3,10,65,20,85,40,55,20,80,20,40
84,True,255.7423613086771,20,0.5,3,15,25,10,45,25,35,10,40,10,15
60,False,130.48079658605974,75,1.5,3,5,75,25,100,50,80,25,105,25,55
51,True,108.70182076813654,38,0.5,5,5,10,5,15,10,20,5,15,5,15
